LINE_ID,ID,DIST,DIST_SURF,X,Y,Z
"0","1",0.0000000000,0.0000000000,444829.4332500000,809452.5404700000,-1.6516091824
"0","2",0.0063821919,0.0064543429,444829.4336500000,809452.5341000000,-1.6525715590
"0","3",0.0127643838,0.0130998232,444829.4340600000,809452.5277300000,-1.6544235945
"0","4",0.0191465757,0.0206647313,444829.4344700000,809452.5213600000,-1.6584850550
"0","5",0.0255287675,0.0282138720,444829.4348700000,809452.5149900002,-1.6625170708
"0","6",0.0319109594,0.0358914740,444829.4352800000,809452.5086200000,-1.6667847633
"0","7",0.0382931513,0.0440297723,444829.4356900000,809452.5022500000,-1.6718344688
"0","8",0.0446753432,0.0524996770,444829.4360900000,809452.4958799999,-1.6774028540
"0","9",0.0510575351,0.0589609110,444829.4365000000,809452.4895100000,-1.6784104109
"0","10",0.0574397270,0.0653806386,444829.4369100000,809452.4831400000,-1.6791036129
"0","11",0.0638219188,0.0717628510,444829.4373100000,809452.4767700000,-1.6790874004
"0","12",0.0702041107,0.0781468074,444829.4377200000,809452.4704100000,-1.6789373159
"0","13",0.0765863026,0.0845541853,444829.4381300000,809452.4640400000,-1.6783697605
"0","14",0.0829684945,0.0910979798,444829.4385400000,809452.4576700000,-1.6769244671
"0","15",0.0893506864,0.0974947204,444829.4389400000,809452.4513000000,-1.6764932871
"0","16",0.0957328783,0.1039283215,444829.4393500000,809452.4449300000,-1.6773049831
"0","17",0.1021150702,0.1104166631,444829.4397600000,809452.4385600000,-1.6784738302
"0","18",0.1084972620,0.1168590921,444829.4401600000,809452.4321900000,-1.6793527603
"0","19",0.1148794539,0.1233747233,444829.4405700000,809452.4258200000,-1.6806646585
"0","20",0.1212616458,0.1298374888,444829.4409800000,809452.4194500000,-1.6816819906
"0","21",0.1276438377,0.1362229392,444829.4413800000,809452.4130800000,-1.6818859577
"0","22",0.1340260296,0.1426108906,444829.4417900000,809452.4067100000,-1.6816147566
"0","23",0.1404082215,0.1490345782,444829.4422000000,809452.4003400002,-1.6808857918
"0","24",0.1467904133,0.1554234930,444829.4426000000,809452.3939800002,-1.6805927753
"0","25",0.1531726052,0.1618066602,444829.4430100000,809452.3876100000,-1.6804811954
"0","26",0.1595547971,0.1681897902,444829.4434200001,809452.3812400000,-1.6805906296
"0","27",0.1659369890,0.1746086857,444829.4438200000,809452.3748700002,-1.6812760830
"0","28",0.1723191809,0.1810486358,444829.4442300000,809452.3685000000,-1.6821366549
"0","29",0.1787013728,0.1878969128,444829.4446400000,809452.3621300000,-1.6846199036
"0","30",0.1850835647,0.1960797840,444829.4450400000,809452.3557599999,-1.6897411346
"0","31",0.1914657565,0.2040103347,444829.4454500000,809452.3493900000,-1.6944487095
"0","32",0.1978479484,0.2115698714,444829.4458600000,809452.3430200000,-1.6985001564
"0","33",0.2042301403,0.2209255788,444829.4462600000,809452.3366500000,-1.7053409815
"0","34",0.2106123322,0.2308504205,444829.4466700000,809452.3302800000,-1.7129416466
"0","35",0.2169945241,0.2394339164,444829.4470800000,809452.3239100000,-1.7186813354
"0","36",0.2233767160,0.2472331763,444829.4474900000,809452.3175400000,-1.7231642008
"0","37",0.2297589078,0.2550674007,444829.4478900000,809452.3111800000,-1.7277076244
"0","38",0.2361410997,0.2620916377,444829.4483000000,809452.3048100000,-1.7306414843
"0","39",0.2425232916,0.2685361001,444829.4487100001,809452.2984400000,-1.7297477722
"0","40",0.2489054835,0.2763991187,444829.4491100000,809452.2920700000,-1.7251548767
"0","41",0.2552876754,0.2864772331,444829.4495200000,809452.2857000000,-1.7173551321
"0","42",0.2616698673,0.2977282264,444829.4499300000,809452.2793300000,-1.7080894709
"0","43",0.2680520591,0.3093848305,444829.4503300000,809452.2729600000,-1.6983352900
"0","44",0.2744342510,0.3204917581,444829.4507400000,809452.2665900000,-1.6892451048
"0","45",0.2808164429,0.3311988148,444829.4511500000,809452.2602200002,-1.6806480885
"0","46",0.2871986348,0.3412988105,444829.4515500000,809452.2538500000,-1.6728200912
"0","47",0.2935808267,0.3500769346,444829.4519600000,809452.2474800000,-1.6667932272
"0","48",0.2999630186,0.3585813361,444829.4523700000,809452.2411099999,-1.6611725092
"0","49",0.3063452105,0.3661080221,444829.4527700000,809452.2347400000,-1.6571826935
"0","50",0.3127274023,0.3725803586,444829.4531800000,809452.2283800000,-1.6561062336
"0","51",0.3191095942,0.3789635551,444829.4535900000,809452.2220100000,-1.6562194824
"0","52",0.3254917861,0.3855351618,444829.4539900000,809452.2156400000,-1.6577858925
"0","53",0.3318739780,0.3928024485,444829.4544000000,809452.2092700000,-1.6612616777
"0","54",0.3382561699,0.4002297281,444829.4548100000,809452.2029000000,-1.6650606394
"0","55",0.3446383618,0.4081277108,444829.4552100000,809452.1965300000,-1.6697131395
"0","56",0.3510205536,0.4148228815,444829.4556200000,809452.1901600000,-1.6717362404
"0","57",0.3574027455,0.4214031623,444829.4560300000,809452.1837900000,-1.6733386517
"0","58",0.3637849374,0.4279874392,444829.4564400000,809452.1774200000,-1.6749573946
"0","59",0.3701671293,0.4351823338,444829.4568400000,809452.1710500000,-1.6782791615
"0","60",0.3765493212,0.4428291306,444829.4572500000,809452.1646800000,-1.6824911833
"0","61",0.3829315131,0.4500953913,444829.4576600000,809452.1583100000,-1.6859648228
"0","62",0.3893137050,0.4579442299,444829.4580600000,809452.1519500000,-1.6905333996
"0","63",0.3956958968,0.4676290961,444829.4584700000,809452.1455800000,-1.6978179216
"0","64",0.4020780887,0.4779051683,444829.4588800000,809452.1392100002,-1.7058718204
"0","65",0.4084602806,0.4878636459,444829.4592800000,809452.1328400000,-1.7135163546
"0","66",0.4148424725,0.4968068924,444829.4596900000,809452.1264700000,-1.7197812796
"0","67",0.4212246644,0.5047624944,444829.4601000001,809452.1200999999,-1.7245309353
"0","68",0.4276068563,0.5125712902,444829.4605000000,809452.1137300000,-1.7290303707
"0","69",0.4339890481,0.5195909536,444829.4609100000,809452.1073600000,-1.7319532633
"0","70",0.4403712400,0.5259920888,444829.4613200000,809452.1009899999,-1.7324453592
"0","71",0.4467534319,0.5324345340,444829.4617200000,809452.0946200000,-1.7333244085
"0","72",0.4531356238,0.5388416592,444829.4621300000,809452.0882500000,-1.7338891029
"0","73",0.4595178157,0.5452261497,444829.4625400000,809452.0818800000,-1.7340604067
"0","74",0.4659000076,0.5516096137,444829.4629400000,809452.0755100000,-1.7339329720
"0","75",0.4722821994,0.5579991033,444829.4633500000,809452.0691500000,-1.7336276770
"0","76",0.4786643913,0.5643825889,444829.4637600000,809452.0627800000,-1.7337561846
"0","77",0.4850465832,0.5707786465,444829.4641600000,809452.0564100000,-1.7341771126
"0","78",0.4914287751,0.5771761439,444829.4645700000,809452.0500400000,-1.7346193790
"0","79",0.4978109670,0.5837239909,444829.4649800000,809452.0436700000,-1.7360829115
"0","80",0.5041931589,0.5904310803,444829.4653900001,809452.0373000000,-1.7381451130
"0","81",0.5105753508,0.5973651206,444829.4657900000,809452.0309300000,-1.7408559322
"0","82",0.5169575426,0.6041586160,444829.4662000000,809452.0245600000,-1.7431838512
"0","83",0.5233397345,0.6123169247,444829.4666100000,809452.0181900000,-1.7482657433
"0","84",0.5297219264,0.6221284801,444829.4670100000,809452.0118200000,-1.7557178736
"0","85",0.5361041183,0.6324969318,444829.4674200000,809452.0054500002,-1.7638893127
