LINE_ID,ID,DIST,DIST_SURF,X,Y,Z
"0","1",0.0000000000,0.0000000000,444811.3248700000,809282.4861800000,-1.4149273634
"0","2",0.0063697793,0.0076634406,444811.3312400001,809282.4861000000,-1.4191881418
"0","3",0.0127395587,0.0164887836,444811.3376100000,809282.4860100000,-1.4252965450
"0","4",0.0191093380,0.0323400927,444811.3439800000,809282.4859300000,-1.4398117065
"0","5",0.0254791174,0.0495412939,444811.3503500000,809282.4858400000,-1.4557900429
"0","6",0.0318488967,0.0656959618,444811.3567100000,809282.4857600000,-1.4706358910
"0","7",0.0382186761,0.0779856330,444811.3630800000,809282.4856700000,-1.4811459780
"0","8",0.0445884554,0.0864571035,444811.3694500000,809282.4855900002,-1.4867309332
"0","9",0.0509582348,0.0929944848,444811.3758200000,809282.4855000000,-1.4882017374
"0","10",0.0573280141,0.0994768796,444811.3821900000,809282.4854200000,-1.4894047976
"0","11",0.0636977935,0.1058869840,444811.3885600000,809282.4853300002,-1.4901226759
"0","12",0.0700675728,0.1122654530,444811.3949300000,809282.4852500000,-1.4897898436
"0","13",0.0764373522,0.1186919270,444811.4013000001,809282.4851600000,-1.4889380932
"0","14",0.0828071315,0.1250732473,444811.4076700000,809282.4850800000,-1.4885544777
"0","15",0.0891769108,0.1315473881,444811.4140400000,809282.4849900000,-1.4873967171
"0","16",0.0955466902,0.1383002034,444811.4204100000,809282.4849100000,-1.4851547480
"0","17",0.1019164695,0.1450664224,444811.4267800000,809282.4848200000,-1.4828727245
"0","18",0.1082862489,0.1515800307,444811.4331500000,809282.4847400000,-1.4815114737
"0","19",0.1146560282,0.1580609040,444811.4395100000,809282.4846500000,-1.4803166389
"0","20",0.1210258076,0.1645429893,444811.4458800000,809282.4845700000,-1.4791152477
"0","21",0.1273955869,0.1712088793,444811.4522500000,809282.4844800000,-1.4771505594
"0","22",0.1337653663,0.1780225568,444811.4586200000,809282.4844000000,-1.4747314453
"0","23",0.1401351456,0.1849753566,444811.4649900000,809282.4843100000,-1.4719444513
