LINE_ID,ID,DIST,DIST_SURF,X,Y,Z
"0","1",0.0000000000,0.0000000000,443350.7604400000,809090.2247700000,-1.7074422836
"0","2",0.0065562883,0.0065879898,443350.7588800000,809090.2184000000,-1.7067967653
"0","3",0.0131125766,0.0131570086,443350.7573300000,809090.2120300002,-1.7063879967
"0","4",0.0196688648,0.0197845602,443350.7557700000,809090.2056600000,-1.7073572874
"0","5",0.0262251531,0.0263561118,443350.7542200000,809090.1992900000,-1.7078049183
"0","6",0.0327814414,0.0329466744,443350.7526600000,809090.1929199999,-1.7084761858
"0","7",0.0393377297,0.0409895148,443350.7511100000,809090.1865500000,-1.7131347656
"0","8",0.0458940180,0.0481916154,443350.7495500000,809090.1801800000,-1.7161155939
"0","9",0.0524503062,0.0554726010,443350.7480000000,809090.1738099999,-1.7192822695
"0","10",0.0590065945,0.0631457308,443350.7464400000,809090.1674400000,-1.7232687473
"0","11",0.0655628828,0.0705969732,443350.7448900000,809090.1610800000,-1.7268093824
"0","12",0.0721191711,0.0780299964,443350.7433300001,809090.1547100000,-1.7303115129
"0","13",0.0786754594,0.0854109397,443350.7417800000,809090.1483400000,-1.7337017059
"0","14",0.0852317476,0.0933889899,443350.7402200000,809090.1419700000,-1.7382475138
"0","15",0.0917880359,0.0999457111,443350.7386700000,809090.1356000000,-1.7381721735
"0","16",0.0983443242,0.1065057962,443350.7371100000,809090.1292300000,-1.7383953333
"0","17",0.1049006125,0.1130773233,443350.7355600000,809090.1228600000,-1.7379480600
"0","18",0.1114569008,0.1196464387,443350.7340000000,809090.1164900000,-1.7383583784
"0","19",0.1180131890,0.1264229457,443350.7324500000,809090.1101200000,-1.7366448641
"0","20",0.1245694773,0.1329792341,443350.7308900000,809090.1037500000,-1.7366443872
"0","21",0.1311257656,0.1395440986,443350.7293400000,809090.0973800002,-1.7363089323
"0","22",0.1376820539,0.1461887889,443350.7277800000,809090.0910100000,-1.7352286577
"0","23",0.1442383422,0.1530044675,443350.7262300000,809090.0846400000,-1.7333662510
"0","24",0.1507946304,0.1595645647,443350.7246700001,809090.0782800000,-1.7335897684
"0","25",0.1573509187,0.1663605447,443350.7231200000,809090.0719100002,-1.7318007946
"0","26",0.1639072070,0.1733496373,443350.7215600000,809090.0655400000,-1.7293795347
"0","27",0.1704634953,0.1801078626,443350.7200100000,809090.0591700000,-1.7277398109
"0","28",0.1770197836,0.1868398049,443350.7184500000,809090.0527999999,-1.7262120247
"0","29",0.1835760718,0.1934342084,443350.7169000000,809090.0464300000,-1.7255040407
"0","30",0.1901323601,0.2000010650,443350.7153400000,809090.0400600000,-1.7251316309
"0","31",0.1966886484,0.2065752635,443350.7137900000,809090.0336900000,-1.7246466875
"0","32",0.2032449367,0.2134556686,443350.7122300000,809090.0273200000,-1.7225598097
"0","33",0.2098012250,0.2200157699,443350.7106800000,809090.0209500000,-1.7223361731
"0","34",0.2163575132,0.2266142836,443350.7091200000,809090.0145800000,-1.7215908766
"0","35",0.2229138015,0.2332047735,443350.7075700001,809090.0082100000,-1.7209203243
"0","36",0.2294700898,0.2397818012,443350.7060100000,809090.0018400000,-1.7203984261
"0","37",0.2360263781,0.2463380895,443350.7044600000,809089.9954800000,-1.7203984261
"0","38",0.2425826664,0.2530019150,443350.7029000000,809089.9891100000,-1.7192060947
"0","39",0.2491389546,0.2595649786,443350.7013500000,809089.9827400000,-1.7189079523
"0","40",0.2556952429,0.2661723372,443350.6997900000,809089.9763700000,-1.7180880308
"0","41",0.2622515312,0.2727391803,443350.6982400000,809089.9700000000,-1.7184602022
"0","42",0.2688078195,0.2793022548,443350.6966800000,809089.9636300000,-1.7187585831
"0","43",0.2753641077,0.2858653293,443350.6951300000,809089.9572600002,-1.7184602022
"0","44",0.2819203960,0.2929213564,443350.6935700000,809089.9508900000,-1.7158520222
"0","45",0.2884766843,0.2995241604,443350.6920200000,809089.9445200000,-1.7150696516
"0","46",0.2950329726,0.3060830957,443350.6904600000,809089.9381499999,-1.7148833275
"0","47",0.3015892609,0.3126398060,443350.6889100001,809089.9317800000,-1.7148089409
"0","48",0.3081455491,0.3191987109,443350.6873500000,809089.9254100000,-1.7146236897
"0","49",0.3147018374,0.3257549992,443350.6858000000,809089.9190500000,-1.7146236897
"0","50",0.3212581257,0.3323129887,443350.6842400000,809089.9126800000,-1.7144743204
"0","51",0.3278144140,0.3388871609,443350.6826900000,809089.9063100000,-1.7139897346
"0","52",0.3343707023,0.3460439925,443350.6811300000,809089.8999400000,-1.7111200094
"0","53",0.3409269905,0.3527145952,443350.6795800000,809089.8935700000,-1.7098903656
"0","54",0.3474832788,0.3594550757,443350.6780200000,809089.8872000000,-1.7083253860
"0","55",0.3540395671,0.3660151729,443350.6764700000,809089.8808300000,-1.7081018686
"0","56",0.3605958554,0.3725715674,443350.6749100000,809089.8744600000,-1.7081391811
"0","57",0.3671521437,0.3792224858,443350.6733600000,809089.8680900000,-1.7092571259
"0","58",0.3737084319,0.3858500026,443350.6718000000,809089.8617200000,-1.7102261782
"0","59",0.3802647202,0.3924089379,443350.6702500000,809089.8553500000,-1.7100398540
"0","60",0.3868210085,0.3990597963,443350.6686900000,809089.8489800000,-1.7089222670
"0","61",0.3933772968,0.4056985600,443350.6671400000,809089.8426100002,-1.7078790665
"0","62",0.3999335851,0.4123373611,443350.6655800000,809089.8362500002,-1.7068356276
"0","63",0.4064898733,0.4188988404,443350.6640300000,809089.8298800000,-1.7065746784
"0","64",0.4130461616,0.4254894152,443350.6624700000,809089.8235100000,-1.7059032917
"0","65",0.4196024499,0.4323928956,443350.6609200000,809089.8171400002,-1.7037415504
"0","66",0.4261587382,0.4389644146,443350.6593600000,809089.8107700000,-1.7032943964
"0","67",0.4327150265,0.4455208111,443350.6578100000,809089.8044000000,-1.7033320665
"0","68",0.4392713148,0.4520923059,443350.6562500000,809089.7980299999,-1.7028852701
"0","69",0.4458276030,0.4586512548,443350.6547000000,809089.7916600000,-1.7030720711
"0","70",0.4523838913,0.4653748009,443350.6531400000,809089.7852900000,-1.7015817165
"0","71",0.4589401796,0.4719362755,443350.6515900000,809089.7789200000,-1.7018425465
"0","72",0.4654964679,0.4785053314,443350.6500300000,809089.7725500000,-1.7022519112
"0","73",0.4720527562,0.4851902555,443350.6484800000,809089.7661800000,-1.7009468079
"0","74",0.4786090444,0.4918899031,443350.6469200001,809089.7598100000,-1.6995682716
"0","75",0.4851653327,0.4986304113,443350.6453700000,809089.7534500000,-1.6980031729
"0","76",0.4917216210,0.5060463173,443350.6438100000,809089.7470800000,-1.6945375204
"0","77",0.4982779093,0.5130616543,443350.6422600000,809089.7407100000,-1.6920415163
"0","78",0.5048341976,0.5200384381,443350.6407000000,809089.7343400000,-1.6896560192
"0","79",0.5113904858,0.5271654409,443350.6391500000,809089.7279700000,-1.6868615150
"0","80",0.5179467741,0.5337559429,443350.6375900000,809089.7216000000,-1.6861908436
"0","81",0.5245030624,0.5407201375,443350.6360400000,809089.7152300000,-1.6838424206
"0","82",0.5310593507,0.5476840910,443350.6344800000,809089.7088600000,-1.6814947128
"0","83",0.5376156390,0.5543062046,443350.6329300000,809089.7024900002,-1.6805633307
"0","84",0.5441719272,0.5608634443,443350.6313700000,809089.6961200000,-1.6804516315
"0","85",0.5507282155,0.5677553318,443350.6298200000,809089.6897500000,-1.6783272028
"0","86",0.5572845038,0.5743268347,443350.6282600001,809089.6833799999,-1.6778802872
"0","87",0.5638407921,0.5809136442,443350.6267100000,809089.6770199999,-1.6772469282
"0","88",0.5703970804,0.5878775574,443350.6251500000,809089.6706500000,-1.6748993397
"0","89",0.5769533686,0.5947578541,443350.6236000000,809089.6642800000,-1.6728128195
"0","90",0.5835096569,0.6013167895,443350.6220400000,809089.6579100000,-1.6726264954
"0","91",0.5900659452,0.6078858751,443350.6204900000,809089.6515400000,-1.6722166538
"0","92",0.5966222335,0.6146915805,443350.6189300000,809089.6451700000,-1.6703910828
"0","93",0.6031785218,0.6212656999,443350.6173800000,809089.6388000000,-1.6699072123
